customerid,transactionid,id_contrato,parcela,produto,fundo,data_referencia,data_cessao,data_vencimento,valor_cessao,valor_nominal
6dca7406ef6ef51cd0178be6ac6b15be14accc3e1fc0414363104538ba2deb60,20260312102834,CTR000018,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-13 10:40:11,2026-04-27,304.0,374.9
74be7ccde9712922e95a73851fb7b7f4ef2f7d93b57ec2f57981910c16f338c5,20260605222636,CTR000019,1,SimpleCredit,FIDC4,2026-06-30,2026-06-06 06:37:31,2026-07-10,223.53,283.68
fd255ae688a0857f1af463dbf67bd205f039f0b7eea1509f6a22a7e7f0049f76,20260307184541,CTR000020,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-08 10:16:43,2026-04-18,206.0,266.9
95d0021335a3d7f8dd606ed51583b0ca5c45526a440e0626d4fa97797c8ba171,20260606070243,CTR000021,1,SimpleCredit,FIDC4,2026-06-30,2026-06-06 13:09:59,2026-07-13,228.39,299.96
45f5fd5cf09f849ecab67bae58566bc101193cbb3c910792e09dd7807fcf1a97,20260524030511,CTR000022,1,SimpleCredit,FIDC3,2026-06-30,2026-05-24 10:41:06,2026-07-07,152.68,208.69
11471036daade3588ac86a71c4ac0e75e02a320ca12615c263f49756935e0346,20260529180532,CTR000024,1,SimpleCredit,FIDC4,2026-06-30,2026-05-30 16:07:42,2026-07-03,258.93,339.96
12ad0348962436b3f0c419d72fc0b30ccd44a451bded1edf194075debf8aa0c1,20260615163027,CTR000025,1,SimpleCredit,FIDC4,2026-06-30,2026-06-16 09:41:12,2026-07-15,223.45,293.3
679fedc67159f97d3bd6cfd8e21224ee91005a2d6c327e1713a003aa2b6c67ce,20260307082029,CTR000026,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-08 10:16:46,2026-03-31,66.95,86.9
7206b4acf7476aabfea1e47eeb57ba71d5015424574a7e799aa044568ba5501b,20260420183639,CTR000027,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-21 10:39:48,2026-05-30,226.6,293.9
b75c48e185eb005a65f155d82eb59840e2d61fc8072aa7e6907b18582dada75b,20260630130913,CTR000028,1,SimpleCredit,FIDC4,2026-06-30,2026-06-30 17:52:28,2026-07-31,111.08,146.9
3f5e97b92cf02cdc480ed3f3beb8af992f8b488cb50fcb7e8856af048445ec49,20260610205839,CTR000029,1,SimpleCredit,FIDC4,2026-06-30,2026-06-11 11:53:16,2026-07-23,304.65,409.62
f3a1d997a7e3179d4c2f309f677bf36d3df83685c8e3d2f3a19c543539ff4e69,20260622193805,CTR000030,1,SimpleCredit,FIDC4,2026-06-30,2026-06-23 10:27:50,2026-07-31,202.67,287.53
6fb67dbae46b02e43599557c5e9795d9af1f067280acf6a6d6e1b6d62907e767,20260323082557,CTR000031,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-24 10:40:34,2026-04-28,113.3,145.9
57c1cd62a4079362be01bfb4dabe32dbb7adbedb4ca3df4abd9b20178f34c3eb,20260606142201,CTR000032,1,SimpleCredit,FIDC4,2026-06-30,2026-06-06 17:07:32,2026-06-26,202.83,241.36
a38059d8cd2fdc822665fc7ff7839be1c9ef08c3b391295dfee635536e5ab1f7,20260611090158,CTR000033,1,SimpleCredit,FIDC4,2026-06-30,2026-06-11 13:51:23,2026-07-15,102.03,136.13
bc7e6554e2857fbc8755af550d18bc9262954dce2d8a3338e3f87a149750b35e,20260303192012,CTR000034,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-03-04 11:35:45,2026-04-06,50.0,66.9
a4a7096cd3f2d5f4ef49fe151300779ed4e60dc506d637cac188354085ed9d0c,20260627083841,CTR000035,1,SimpleCredit,FIDC4,2026-06-30,2026-06-27 13:27:43,2026-08-11,75.93,98.5
46850839ccab6380993c84f9cc4d047e30c65d77c595ac978dbaef3f7c19186f,20260525000036,CTR000036,1,SimpleCredit,FIDC4,2026-06-30,2026-05-25 08:40:00,2026-07-09,51.57,76.82
efe12ea6d96a18395c39909fbabba4157dd87d88960a337428260b43f9aa87eb,20260622234513,CTR000037,1,SimpleCredit,FIDC4,2026-06-30,2026-06-23 10:27:15,2026-07-15,50.83,62.39
38e7386d7c8f4b30043ff6266136b3601f5783b5209c37c27e61f066a5d08b8f,20260612142240,CTR000038,1,SimpleCredit,FIDC4,2026-06-30,2026-06-12 16:53:14,2026-07-06,152.43,177.64
e765c5d64ee538d5eba2f2575bcd84912a91e04fc1445990424da7a50bbb2785,20260411061607,CTR000039,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-04-12 10:40:52,2026-05-27,100.0,132.9
96442c65c2378aaa8fc168c7ce847d564eeab3fbb5a4f450fcf1933655935724,20260605080551,CTR000040,1,SimpleCredit,FIDC4,2026-06-30,2026-06-05 14:23:12,2026-07-06,364.64,451.11
fed2993240e2e515b414d39ede5c238cbe842e06f939e9418a12bb209d88da12,20260514192522,CTR000042,1,SimpleCredit,FIDC3,2026-06-30,2026-05-15 09:35:08,2026-06-26,152.83,188.1
a6dca3a7abd2b5559ee36ede8513f1602c3a8678e48614fa2cbf0ba9fa1f2179,20260318021027,CTR000043,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-03-19 12:12:40,2026-05-02,50.0,66.9
9995b1cb50b3ada54fcc3b2ad28c2781cba6750bcefb68d0b95b2265b08e354f,20260606093158,CTR000045,1,SimpleCredit,FIDC4,2026-06-30,2026-06-06 13:10:47,2026-07-02,303.91,362.71
2af929dae4047a8541f9e190f07d983986cda67c415ce74fe7d9b4a85d535e3b,20260626123411,CTR000047,1,SimpleCredit,FIDC4,2026-06-30,2026-06-26 17:40:22,2026-07-27,282.3,375.2
c4d487fe180b59ced3660e955362da46ee22871a47ce3491d5aa446810a1ee5b,20260511104659,CTR000048,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-12 06:40:52,2026-06-05,113.3,147.9
aa1eb1b639a108f7492ef96ceddfbcd0e478f1bd715b4ae0419aee9a406f10ff,20260629223838,CTR000049,1,SimpleCredit,FIDC4,2026-06-30,2026-06-30 06:38:20,2026-07-13,50.64,57.3
889d6f4452c0fb62acd672d1a4240d30a5c56d4ace5288f85f0ccef052abebee,20260425114851,CTR000051,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-28 10:23:37,2026-05-29,206.0,264.9
1b07c611a157735cd0f732245b3783ec40ebbdbd90a1937e54cb4ad1e8e173e2,20260619091132,CTR000052,1,SimpleCredit,FIDC4,2026-06-30,2026-06-19 13:55:07,2026-07-23,212.47,264.6
1c8189862955a1fbdfab65a7c35a6c9bb9adb8d310c81007a738accb43ea79eb,20260512065622,CTR000053,1,SimpleCredit,FIDC4,2026-06-30,2026-05-12 13:38:26,2026-06-05,202.9,250.43
48a7e2443e401ccdb75cbcd5bc4f65a7e09d81641ee2e7274c65dc55d6a758f2,20260607144414,CTR000054,1,SimpleCredit,FIDC4,2026-06-30,2026-06-07 16:54:47,2026-07-06,101.99,130.16
be39f0925f9eaebae86bf0ac753feacd58b23b66fd95bc0b30c5a97a9ae467f4,20260609153157,CTR000055,1,SimpleCredit,FIDC4,2026-06-30,2026-06-09 17:13:08,2026-07-08,117.14,151.86
1b4dd407720cf9a5eb01560bdc075ddd1311825f2be1f9c00a3b02511d211b59,20260601113232,CTR000057,1,SimpleCredit,FIDC4,2026-06-30,2026-06-01 13:23:53,2026-07-16,51.57,76.82
76166465c300980855f35d16269622a1c59ab61080f94300dddd341b69119888,20260601130517,CTR000058,1,SimpleCredit,FIDC4,2026-06-30,2026-06-01 16:52:20,2026-07-02,708.08,884.36
ce2d65a8cf0bd5bf61783c880dda0497046a439103a701993fdd88f4fba6aa12,20260318081110,CTR000059,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-19 12:15:18,2026-04-02,206.0,250.9
55b99b59a045e3f21eaa70d3bab4e9123e789ccca284d0cb0b8056a2ee573cea,20260316210610,CTR000061,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-17 11:21:52,2026-04-23,103.0,132.9
aad1852a1f9a810a523d8b2255c85301beb23a8e4975ece0a0e08ebdc3e097fe,20260526081141,CTR000062,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-27 11:35:15,2026-07-11,113.3,147.9
4905dbb3ad31dd2ac19fc001ae4b723f51bf473bb0ffe9f1620558829faf9916,20260509104123,CTR000063,1,SimpleCredit,FIDC4,2026-06-30,2026-05-09 13:11:35,2026-06-08,51.5,66.65
095b3d414095cba05e4b268bf6506efba8f8fe319200232ad6bdf7c87a668340,20260604105713,CTR000064,1,SimpleCredit,FIDC4,2026-06-30,2026-06-04 13:58:35,2026-07-07,86.88,113.73
545afb38e3dd2f6c26f567e43925ede762953093dfd404883fc4276258f17dd2,20260226210301,CTR000066,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-02-27 11:37:21,2026-04-06,50.0,66.9
bb9c3f9d296e0347c8c07188f30de91d4154e7ca79f5f2f2cdf387393f053fa5,20260615120322,CTR000067,1,SimpleCredit,FIDC4,2026-06-30,2026-06-15 18:08:24,2026-07-15,304.01,373.24
75e42c816bb2d72687b7b44d7d5f6e00ce9fe578e20028d0d87931e68ae9b391,20260427162322,CTR000068,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-28 10:23:28,2026-06-03,206.0,266.9
7d89fdc4848ffad09dd3a2a11a073118ad0fc1e7347cbf684f1e5a10a0da543b,20260606082028,CTR000069,1,SimpleCredit,FIDC4,2026-06-30,2026-06-06 13:22:54,2026-07-09,304.08,381.33
a2ba6ca39f7dd84368f36427ea1a0e712526779d8a79a08f3c6b4885e5816672,20260501125715,CTR000070,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-05-02 09:04:19,2026-05-27,50.0,66.9
a57a951c1d837bb5fef4e32e9cd5a34c82673ce1f4591d1d41644c56604e85b4,20260610014227,CTR000071,1,SimpleCredit,FIDC4,2026-06-30,2026-06-10 11:13:10,2026-07-06,51.49,62.95
08a975e52a97bb21cbeccd19079d0bdcb50f2710d6fab3aab44614883a5786f7,20260626213124,CTR000072,1,SimpleCredit,FIDC4,2026-06-30,2026-06-27 06:56:54,2026-07-13,121.15,136.04
eb9e4106f57afbe22dc88a82babef899671ea7370ce47eca5d97e742a0217e1a,20260619160244,CTR000074,1,SimpleCredit,FIDC4,2026-06-30,2026-06-20 06:27:39,2026-07-29,116.67,155.25
4bfd6886b3b415fb9d38de6b37e9d2b9369d9492a92cf5dc102c99370636fec4,20260530010145,CTR000075,1,SimpleCredit,FIDC4,2026-06-30,2026-05-30 14:12:39,2026-07-14,203.26,303.86
c2027d8d77a6cd26584ea194d7179b0a609c538a04500bbe24cb32194e9fb005,20260613113159,CTR000076,1,SimpleCredit,FIDC4,2026-06-30,2026-06-13 12:51:13,2026-07-07,101.95,124.46
330678e959c0d2d20e86dd0afb049f7117c73f5866010e3bb56411530283f074,20260625122931,CTR000077,1,SimpleCredit,FIDC4,2026-06-30,2026-06-25 17:08:12,2026-07-09,50.59,57.3
41aaa1f6d33aecac2f18bfee7c0b54d3dafab5315da77e62f2fa03f4b2e7222c,20260629102344,CTR000078,1,SimpleCredit,FIDC4,2026-06-30,2026-06-29 13:41:24,2026-07-20,50.62,61.22
ff1c3ea30e0e9656f8a46737fa33c4fb06a94acc272dcbd1b2315a6c749dcb55,20260525125545,CTR000079,1,SimpleCredit,FIDC3,2026-06-30,2026-05-25 18:09:23,2026-07-06,51.55,66.65
74a493e64312feab5ddf6b2fa01f5764232a5a06dc71204d5b0d709e9a1bd4a6,20260313141402,CTR000080,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-14 11:16:00,2026-04-10,309.0,374.9
a0e5c6d27d15f2b4faa059d0edfe63b7864ee609ea33a4a0b22645c2bcab6931,20260513132100,CTR000081,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-14 10:30:35,2026-06-26,306.84,374.9
5acc21a75a6f7e78d5020ebda992ca2aa1121808c7d83967e3a238c87e77fcb4,20260317090415,CTR000082,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-18 14:26:33,2026-04-30,61.8,79.9
b107d238dbaa95f4e4ef61a853c394753c282272cb905ba3236d82bd4589a475,20260506103009,CTR000083,1,SimpleCredit,FIDC4,2026-06-30,2026-05-06 16:12:21,2026-06-19,112.23,167.41
c2003d25891ea7b5cf802e40100113e9aedc4e0684e7c0e6f9f027a473ae9d1e,20260619161311,CTR000084,1,SimpleCredit,FIDC4,2026-06-30,2026-06-20 06:27:33,2026-07-16,50.84,64.36
85e204e7133e0cd16291cb24a1963d246e4c9c3648630932340209048d7a41ea,20260623083703,CTR000085,1,SimpleCredit,FIDC4,2026-06-30,2026-06-23 14:14:14,2026-07-29,177.14,236.25
a3038a67af12e8e67ad0ad6b9d2ea98b55af2abf79c67d00780f857b8b505c1b,20260608235421,CTR000086,1,SimpleCredit,FIDC4,2026-06-30,2026-06-09 10:23:13,2026-07-03,61.63,74.87
56939c3a759cba38b6126b55256622d29c75d3272f2a6c5d63097c9d8741d78a,20260610082953,CTR000088,1,SimpleCredit,FIDC3,2026-06-30,2026-06-10 16:55:09,2026-06-30,71.64,76.71
1a4ff21d9f3a92138a27222fc9ae11c1e8c3bc1548750031af05c63c4bda7460,20260522182652,CTR000090,1,SimpleCredit,FIDC3,2026-06-30,2026-05-23 12:59:08,2026-06-11,51.51,66.65
12a0d084d1fa1893e8f73fc65a52502d0f9f7e9ca01382c6085f0eb30ef4d4cc,20260624073609,CTR000091,1,SimpleCredit,FIDC4,2026-06-30,2026-06-24 15:41:05,2026-07-22,65.75,85.03
85e522ea37715434af5183504765060d03be1f4476b2be914de405f33fccf885,20260316123037,CTR000092,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-17 11:21:05,2026-04-04,51.5,66.9
dfe6a0225c9a484151a03eacea1b20cee4ce62e4a1c347a1df799994d7e497e4,20260611174834,CTR000093,1,SimpleCredit,FIDC4,2026-06-30,2026-06-12 09:37:53,2026-07-10,344.75,428.4
42ee98e96e79345382f506afeef563170b3eac2d4ba7437e2c37275fb24e4e31,20260601093749,CTR000094,1,SimpleCredit,FIDC4,2026-06-30,2026-06-01 13:05:31,2026-07-06,71.73,95.31
f26478b52784102261aeb1b2a0fd536f74c49a47d0c5f1ff2f8ae034a851b38e,20260619091806,CTR000096,1,SimpleCredit,FIDC4,2026-06-30,2026-06-19 13:58:14,2026-07-06,101.19,116.89
7f4bd20d1a27f76fdfff67d7ee92d352c1aeabc2d1febe670e00b391482a38ec,20260605152425,CTR000097,1,SimpleCredit,FIDC4,2026-06-30,2026-06-05 17:27:21,2026-07-15,142.52,189.0
7de678075924ba93b732e0fb86f2f36674cdb3b9efa073b1edc44745bdae14da,20260321222841,CTR000098,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-03-22 10:38:27,2026-04-25,51.5,66.9
f2b6a3dd3c5429e3cb513f207542441d9cbe2e725f445c447a2a27385179b425,20260623125322,CTR000099,1,SimpleCredit,FIDC4,2026-06-30,2026-06-23 17:53:33,2026-07-15,202.17,234.99
bbeabfb27485f747673a9651b351c0ff789c93787c9d3d87f01b120b7ed8c546,20260322200624,CTR000100,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-23 10:53:43,2026-05-07,77.25,99.9
08d65286b726ba3e4ee4b82dfc202a890de2e74e542c8b317859ac1154a238f6,20260624221632,CTR000101,1,SimpleCredit,FIDC4,2026-06-30,2026-06-25 06:57:19,2026-07-14,111.1,144.47
6174e65ccd565068c6e996fe6d639c1a5684496bf8f9bc9161a742e3455445ce,20260525173553,CTR000102,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-26 14:36:32,2026-06-29,51.5,66.9
8b9c8369802617775081d948df7ad304c873c05200014b6ba6e46c141e1e953b,20260530003003,CTR000103,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-31 20:02:04,2026-06-30,128.75,165.9
0938e9791b5f574fba4327ceed240796dcf3bebb427dcd89273690d933ba31b1,20260312164549,CTR000104,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-03-13 10:39:42,2026-04-06,50.0,66.9
549a466c8932d312648aaf11705f98b86f434904348d35febed0f5af5df5080d,20260606010904,CTR000105,1,SimpleCredit,FIDC4,2026-06-30,2026-06-06 06:42:35,2026-07-21,51.57,76.82
b0fbff6941474625fce9aaa66d611497bd0dae67334022ca3159444982842eb8,20260612180838,CTR000107,1,SimpleCredit,FIDC3,2026-06-30,2026-06-13 06:07:37,2026-07-20,76.88,99.98
0669458058ef5bfb24f2e450a1612c6525ffed412c6517eca17439a367ba7aac,20260605104820,CTR000108,1,SimpleCredit,FIDC4,2026-06-30,2026-06-05 13:09:44,2026-07-15,51.55,67.5
e0a8f1866dbcd40f0af70339c918180ae94f34368ddd44b779da9cb84439cdb8,20260623043836,CTR000109,1,SimpleCredit,FIDC4,2026-06-30,2026-06-23 10:34:09,2026-07-23,76.05,99.98
d6a8681213c91c14714b16cf7427b9cc9073ddeb774207050385ef119f679b1a,20260515151415,CTR000110,1,SimpleCredit,FIDC4,2026-06-30,2026-05-15 17:07:29,2026-06-29,36.39,46.31
8b70697cd488febe3dce9ca836bf832cd11083be677c44e6eae9aa7198a241d8,20260618111900,CTR000111,1,SimpleCredit,FIDC4,2026-06-30,2026-06-18 12:53:08,2026-07-03,51.44,57.84
c672a59cca846c591f80fa28bc812fdfdf6509c625009e36373ed698b4e72a5e,20260517231103,CTR000112,1,SimpleCredit,FIDC4,2026-06-30,2026-05-18 14:36:05,2026-06-15,127.38,162.71
c1400da49a10d03ca6c76896ddf3b884b0c099a1067bb61555ffc406d3e38631,20260613131139,CTR000113,1,SimpleCredit,FIDC4,2026-06-30,2026-06-13 16:50:17,2026-07-10,71.68,88.2
d77a557b5468564298e3cbab6ac7c35d52744610a759bc373bc292d19c27ca7c,20260629131516,CTR000115,1,SimpleCredit,FIDC4,2026-06-30,2026-06-29 17:05:28,2026-07-31,101.02,133.72
ba667c43fddc96fa3ea0bf1a3d2299637bbb6e8bcc5aa0413cecadd83bc67371,20260623230412,CTR000116,1,SimpleCredit,FIDC4,2026-06-30,2026-06-24 09:49:48,2026-07-07,50.64,57.3
2b06dd5d69307761490ec7b74aa2fea7628baaa869c0c09ff8035fe704d3b1a2,20260507150854,CTR000117,1,SimpleCredit,FIDC4,2026-06-30,2026-05-07 16:52:48,2026-06-16,203.18,290.19
934693c1a4c713767e375df0f04bc5c106ab22ac1c2bbe7db0f326d9579a0fb6,20260620073611,CTR000118,1,SimpleCredit,FIDC4,2026-06-30,2026-06-20 13:13:25,2026-07-20,71.0,88.2
921dba933448cf56ad9bd07b0472265380b21073914e6d94a10bb13bd4c19d2e,20260605134021,CTR000119,1,SimpleCredit,FIDC4,2026-06-30,2026-06-05 17:27:11,2026-06-30,202.92,252.75
620620282c69c9eb12eec0c3d9aa7b648f006ce5680aae7c89ba79d02d38b705,20260611171314,CTR000120,1,SimpleCredit,FIDC4,2026-06-30,2026-06-12 09:37:21,2026-07-21,51.6,67.5
cde90fb8701cbae06eef91ae83a1ee886fa3673d8f5e355354033965700bacf3,20260629164952,CTR000121,1,SimpleCredit,FIDC4,2026-06-30,2026-06-30 06:42:19,2026-07-31,302.78,378.62
51c1194096c8cd49058b10891e1fe207461ee85265d9b6eac7c040054bb3c98f,20260629191158,CTR000122,1,SimpleCredit,FIDC4,2026-06-30,2026-06-30 06:43:06,2026-07-31,201.95,269.57
59fb702e6c0f5bce5d2c6d66f8e311e54f774cd4b154eaa361ccd974b95a8aa2,20260627070319,CTR000124,1,SimpleCredit,FIDC4,2026-06-30,2026-06-27 13:10:58,2026-07-16,110.97,130.91
72a62b2c3f74b35e4a51f7d81a0e03aa1928b1438042d30ce954056b363772c7,20260615094629,CTR000126,1,SimpleCredit,FIDC4,2026-06-30,2026-06-15 13:08:02,2026-07-15,354.5,438.91
18a0e913f27d09cb3ea0b3c69822b0b703fd205c20b966bbc7997405d89d1882,20260528185746,CTR000127,1,SimpleCredit,FIDC4,2026-06-30,2026-05-29 10:07:43,2026-07-10,243.92,327.7
c125aba02ed10cb9eebd05a77c1ad06b5ab6ebe0791c3d63768d76054ef6dbd4,20260619093458,CTR000128,1,SimpleCredit,FIDC4,2026-06-30,2026-06-19 13:56:29,2026-07-06,86.06,98.93
501b427872f9327ebda5f56829ad4bf2b9b061cc90ff15398dc178edee09eb26,20260505221014,CTR000129,1,SimpleCredit,FIDC4,2026-06-30,2026-05-06 16:11:15,2026-06-19,203.47,303.86
5836b51ef3a318a047b4f41f11dfbc8ab913c54831b3ae6f3a0fdbc561c72d6c,20260612081718,CTR000130,1,SimpleCredit,FIDC4,2026-06-30,2026-06-12 12:52:30,2026-07-15,112.13,147.4
4eae641a5c7e1aa9b415a1ac6e0534dede7453818af526e0915ad41a47f252f8,20260626220246,CTR000131,1,SimpleCredit,FIDC4,2026-06-30,2026-06-27 06:55:36,2026-08-03,353.37,465.75
b22ae48f970877bb542ae153e056bd4ff9ce12994edc6124f8054edb9f3e1bf8,20260629090308,CTR000132,1,SimpleCredit,FIDC4,2026-06-30,2026-06-29 13:21:51,2026-08-13,151.54,198.48
53eb561b57602977bdf3a07afa4bbaf0587a308415ebf3fd4d8c6397bcac87f0,20260620124605,CTR000134,1,SimpleCredit,FIDC4,2026-06-30,2026-06-20 17:12:12,2026-07-15,35.64,46.66
9c34fec6d993c5e43b07a2db828cf573ac32ba443db98113cc888a687f11e14d,20260407151604,CTR000135,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-08 10:43:32,2026-05-07,133.9,174.9
815d3d47198182f46561fa583924210f1a17cffbdb383331abcf64cc8e9f5c19,20260622190951,CTR000136,1,SimpleCredit,FIDC4,2026-06-30,2026-06-23 10:28:29,2026-07-06,227.5,257.84
860d0a0dd2142eae3047e1d55d9afd6248f6efab17ebf7ed7556f96a5d05672f,20260331173908,CTR000137,1,SalaryAdvanceFX,FIDC3,2026-06-30,2026-04-01 10:38:14,2026-04-20,47.5,66.9
b93479498840c6ce1480a380e8e86b40b976ecf923b6ff4fcc9fa8b555b9f7cd,20260627213343,CTR000138,1,SimpleCredit,FIDC4,2026-06-30,2026-06-28 06:55:49,2026-07-31,1008.73,1384.56
4aa80463fc22ef9846b394cce1e98f4e279541a33d1ad07b5d36f7c73e1d7c08,20260612213556,CTR000139,1,SimpleCredit,FIDC4,2026-06-30,2026-06-13 06:22:53,2026-07-10,233.52,300.88
3067c15328a111a6385a57d28fe381a3f3af0b879855cd1bf619ff526736137a,20260620193244,CTR000140,1,SimpleCredit,FIDC4,2026-06-30,2026-06-21 06:28:59,2026-07-06,50.8,57.7
381f72012adce83d66abf66dc1223a16b075653b3898d43c1017af7c615f7c58,20260409151501,CTR000143,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-04-10 12:57:22,2026-05-02,51.5,66.9
f974030f434779293cedda1f4d673711009ce8efbfa910f14cbd99b4d6ef1922,20260504124735,CTR000145,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-05 07:21:22,2026-06-05,206.0,266.9
077d7db77ef8d4d9d313de6e9459e509ed9bdfa66be7228ea3658be692a6da7c,20260610210344,CTR000146,1,SimpleCredit,FIDC4,2026-06-30,2026-06-11 10:43:14,2026-07-01,329.36,404.35
4323a2a30c0e0c310245eb6a6f072fdd5e7b8a331b3bb0e0a00d9f477ee7e60e,20260307093249,CTR000147,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-08 10:14:34,2026-04-06,66.95,86.9
37281e0def08e21046720cbc9d68339233c131ff08654eddf437a53b24e97978,20260316192731,CTR000148,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-03-17 11:20:55,2026-04-25,92.7,119.9
31bb861141442221fc9cb0407afb44533a73962491232663ef826bf6f7c42aed,20260610125613,CTR000149,1,SimpleCredit,FIDC4,2026-06-30,2026-06-10 17:08:15,2026-07-15,809.35,1008.0
aadef6d8bb5b2d3e21f3b16eb95396c510db108a169ba9d5d17761487a58a4c9,20260625025254,CTR000150,1,SimpleCredit,FIDC4,2026-06-30,2026-06-25 06:57:49,2026-07-09,131.05,147.94
a61d645da5dcdd49c1c47bec8415fcb823df7e79ecaa8ff0d4c06530907ee41c,20260527111837,CTR000151,1,SalaryAdvanceFX,FIDC4,2026-06-30,2026-05-28 07:09:27,2026-06-22,103.0,132.9
